ID;cas emploi;famille;ordre famille;sous famille;Ordre sous famille;code fiche mère;Nom fiche mère;Ordre Nom fiche mère;Image composant;Quantité Composant;Désignation Composant;Ordre Composant;Référence Composant;Prix compo nue;Code contenant 1;Descriptif contenant 1;Image contenant 1;Prix contenant 1;Code contenant 2;Descriptif contenant 2;Image contenant 2;Prix contenant 2;Code contenant 3;Descriptif contenant 3;Image contenant 3;Prix contenant 3;Code contenant 4;Descriptif contenant 4;Image contenant 4;Prix contenant 4$

