Code article;ID;Référence commerciale;cas emploi;famille;ordre famille;sous famille;Ordre sous famille;code fiche mère;Nom fiche mère;Ordre Nom fiche mère;Gabarit fiche mère;Marque;Texte fiche mère;Bénéfices;Avantages;Code Finition;Finition;Attibut 1;Valeur attribut 1;Attibut 2;Valeur attribut 2;Attibut 3;Valeur attribut 3;Attibut 4;Valeur attribut 4;Attibut 5;Valeur attribut 5;Attibut 6;Valeur attribut 6;Attibut 7;Valeur attribut 7;Attibut 8;Valeur attribut 8;Attibut 9;Valeur attribut 9;Attibut 10;Valeur attribut 10;Attibut 11;Valeur attribut 11;Attibut 12;Valeur attribut 12;Garantie;Prix;Prix conseillé;Prix distributeur;Image 1;Image 2;Image 3;Schéma 1;Schéma 2;Schéma 3;Picto Normes;Picto 1;Picto 2;Picto 3;Picto 4;Picto 5;Picto 6$

